Refid,country,continent,st_design,plant?,setting,species,serotype,plant_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
332,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,Feed manufacturing plant,Swine,S. Agona,"Senftenberg,Mbandaka,Schwarzewngrund,Agona,Javiana,Typhimurium,Rissen,Hartford,Kiambu,I 4,[5],12:i:-,Barranquilla,Bareilly,Braenderup,Cubana,Soerenga,Worthington",,,,,,,Swine,"feed,equipment,environment","pelleted feed,Commercial feed","Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Schwarzewngrund,Agona,Javiana,Typhimurium,Rissen,Hartford,Kiambu,I 4,[5],12:i:-,Barranquilla,Bareilly,Braenderup,Cubana,Soerenga,Worthington","Molecular characterization (descriptive),Comparison of AMR patterns between sources,Comparison of serotypes between sources,Comparison of molecular characterization between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prevalence data were collected from a previous (published) study, so I'm not extracting it here."
332,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,Feed manufacturing plant,Swine,S. Typhimurium,"Senftenberg,Mbandaka,Schwarzewngrund,Agona,Javiana,Typhimurium,Rissen,Hartford,Kiambu,I 4,[5],12:i:-,Barranquilla,Bareilly,Braenderup,Cubana,Soerenga,Worthington",,,,,,,Swine,"feed,equipment,environment","pelleted feed,Commercial feed","Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Schwarzewngrund,Agona,Javiana,Typhimurium,Rissen,Hartford,Kiambu,I 4,[5],12:i:-,Barranquilla,Bareilly,Braenderup,Cubana,Soerenga,Worthington","Molecular characterization (descriptive),Comparison of AMR patterns between sources,Comparison of serotypes between sources,Comparison of molecular characterization between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prevalence data were collected from a previous (published) study, so I'm not extracting it here."
723,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Swine,S. spp,"Not specified / any or all combined / Salmonella spp.,Typhimurium,I 4,[5],12:i:-",,,,,,,Swine,"feed,equipment,environment","pelleted feed,Mash","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,I 4,[5],12:i:-","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,"geographic region,season, climate,plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Swine,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Typhimurium,I 4,[5],12:i:-",,,,,,,Swine,"feed,equipment,environment","pelleted feed,Mash","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,I 4,[5],12:i:-","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,"geographic region,season, climate,plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Swine,S. spp,"Not specified / any or all combined / Salmonella spp.,Typhimurium,I 4,[5],12:i:-,Newport",,,,,,,Swine,"feed,equipment,environment","pelleted feed,Mash",Prevalence / proportion positive,"Not specified / any or all combined / Salmonella spp.,Typhimurium,I 4,[5],12:i:-,Newport","Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella,DO NOT USE Comparison of detection methods",,,"geographic region,plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This study seems awfully similar to the previous Ref ID #. Are they the same or do they have overlap?
731,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Swine,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Typhimurium,I 4,[5],12:i:-,Newport",,,,,,,Swine,"feed,equipment,environment","pelleted feed,Mash",Prevalence / proportion positive,"Not specified / any or all combined / Salmonella spp.,Typhimurium,I 4,[5],12:i:-,Newport","Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella,DO NOT USE Comparison of detection methods",,,"geographic region,plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This study seems awfully similar to the previous Ref ID #. Are they the same or do they have overlap?
801,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,Feed manufacturing plant,Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,Swine,"feed,equipment,environment","pelleted feed,Mash","Molecular characteristics,Antimicrobial resistance,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Costa Rica,North America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Enteritidis,Not specified / any or all combined / Salmonella spp.,,,,,,,Not reported,feed,animal byproducts,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,USA,North America,"Laboratory study (experimental, something manipulated)",Yes,Feed manufacturing plant,Not Reported,S. Senftenberg,"Senftenberg,Enteritidis,Gallinarum",,,,,,,Not reported,feed,animal byproducts,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment","Senftenberg,Enteritidis,Gallinarum","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,USA,North America,"Laboratory study (experimental, something manipulated)",Yes,Feed manufacturing plant,Not Reported,S. Enteritidis,"Senftenberg,Enteritidis,Gallinarum",,,,,,,Not reported,feed,animal byproducts,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment","Senftenberg,Enteritidis,Gallinarum","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,USA,North America,Single group observational,Yes,Feed manufacturing plant,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Montevideo,Infantis,Rissen,Uganda,Altona",,,,,,,Not reported,feed,"dry grain,wet grain","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Infantis,Rissen,Uganda,Altona","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,USA,North America,Single group observational,Yes,Feed manufacturing plant,Not Reported,S. Montevideo,"Not specified / any or all combined / Salmonella spp.,Montevideo,Infantis,Rissen,Uganda,Altona",,,,,,,Not reported,feed,"dry grain,wet grain","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Infantis,Rissen,Uganda,Altona","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,USA,North America,Single group observational,Yes,Feed manufacturing plant,Not Reported,S. Infantis,"Not specified / any or all combined / Salmonella spp.,Montevideo,Infantis,Rissen,Uganda,Altona",,,,,,,Not reported,feed,"dry grain,wet grain","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Infantis,Rissen,Uganda,Altona","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross",,,,,,,Not reported,feed,"animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal,Linseed meal,alfalfa meal,oilseed byproducts,corn products,hominy","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross",,,,,,,Not reported,feed,"animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal,Linseed meal,alfalfa meal,oilseed byproducts,corn products,hominy","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Mbandaka,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross",,,,,,,Not reported,feed,"animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal,Linseed meal,alfalfa meal,oilseed byproducts,corn products,hominy","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Tennessee,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross",,,,,,,Not reported,feed,"animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal,Linseed meal,alfalfa meal,oilseed byproducts,corn products,hominy","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Montevideo,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross",,,,,,,Not reported,feed,"animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal,Linseed meal,alfalfa meal,oilseed byproducts,corn products,hominy","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Anatum,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross",,,,,,,Not reported,feed,"animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal,Linseed meal,alfalfa meal,oilseed byproducts,corn products,hominy","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Infantis,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross",,,,,,,Not reported,feed,"animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal,Linseed meal,alfalfa meal,oilseed byproducts,corn products,hominy","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Schwarzengrund,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross",,,,,,,Not reported,feed,"animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal,Linseed meal,alfalfa meal,oilseed byproducts,corn products,hominy","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Johannesburg,Amsterdam,Enteritidis,Livingstone,Oranienburg,Banana,Idikan,Putten,Molade,IIIa. 42:z4,z23,Demerara",,,,,,,Not reported,feed,animal byproducts,"Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Johannesburg,Amsterdam,Enteritidis,Livingstone,Oranienburg,Banana,Idikan,Putten,Molade,IIIa. 42:z4,z23,Demerara","Estimating prevalence of Salmonella,Determining serotypes present,Evaluation of interventions to reduce Salmonella",,,,,heat treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,also looks at the d-value
3052,USA,North America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Johannesburg,Amsterdam,Enteritidis,Livingstone,Oranienburg,Banana,Idikan,Putten,Molade,IIIa. 42:z4,z23,Demerara",,,,,,,Not reported,feed,animal byproducts,"Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Johannesburg,Amsterdam,Enteritidis,Livingstone,Oranienburg,Banana,Idikan,Putten,Molade,IIIa. 42:z4,z23,Demerara","Estimating prevalence of Salmonella,Determining serotypes present,Evaluation of interventions to reduce Salmonella",,,,,heat treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,also looks at the d-value
