Refid,country,continent,st_design,farm?,setting,species,serotype,farm_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
4300,Great Britain,Europe,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified","feed,environment",Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating prevalence of Salmonella,Estimating survival time of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,They tested prevalence in the feed troughs directly (cultured it) and they tested for Salmonella in the feed by taking it from the farm and feeding it to birds and then testing them (all of those samples were negative)
3325,Hungary,Europe,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Infantis,Infantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,environment",Not specified,"Molecular characteristics,Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Infantis,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
1611,Kosovo,Europe,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,other,,,,,,,,,,,,,
1611,Kosovo,Europe,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,other,,,,,,,,,,,,,
2128,Spain,Europe,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"No Salmonella found in feed prior to the study. Different detection methods were compared to detect airborne Salmonella, not Salmonella on surfaces or in feed."
2856,Spain,Europe,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,other,,,,,,,,,,,,,Risk factor was location from which feed was sampled (truck vs feeder)
11480,Spain,Europe,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,environment",Not specified,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Deliberately innoculated,,"Culture-based,DNA-based",,,,,,,,,,,,,,
6670,The Netherlands,Europe,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Infantis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Infantis","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
6670,The Netherlands,Europe,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Infantis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Infantis","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
6670,The Netherlands,Europe,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Infantis,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Infantis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Infantis","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
3692,United Kingdom,Europe,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,environment,,Results were combined among sample types,"Not specified / any or all combined / Salmonella spp.,Enteritidis","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",Naturally infected,,Culture-based,,cleaning and disinfection,,,,,,,,,,,,"Also reports change in percentage of positive samples as an outcome, but no denominators for feed."
3692,United Kingdom,Europe,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,environment,,Results were combined among sample types,"Not specified / any or all combined / Salmonella spp.,Enteritidis","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",Naturally infected,,Culture-based,,cleaning and disinfection,,,,,,,,,,,,"Also reports change in percentage of positive samples as an outcome, but no denominators for feed."
5182,United Kingdom,Europe,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens,Turkeys",equipment,,"Prevalence / proportion positive,Survival time,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Development or validation of surveillance methods,Estimating prevalence of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,cleaning and disinfection,,,,,,,,,,,,
3211,Spain,Europe,Single group observational,Yes,On-farm (including farmed fish sites),Sheep,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheep,feed,Not specified,"Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment",Not specified / any or all combined / Salmonella spp.,Outbreak investigation,,,,,,,,,,,,,,,,,
3910,Belgium,Europe,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
4696,Germany,Europe,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Not specified",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"I think that ""ready-to-ship feeders"" are actual pigs, not feed containers. All feed samples in this study were negative."
11474,Germany,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,On-farm (including farmed fish sites),Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,No results presented,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,
17143,Great Britain,Europe,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"feed,equipment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
4586,Greece,Europe,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,"Not specified / any or all combined / Salmonella spp.,Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Tennessee","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,
3514,Ireland,Europe,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,environment,,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,cleaning and disinfection,,,,,,,,,,,,
2711,Portugal,Europe,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
9104,Serbia,Europe,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
9744,Serbia,Europe,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
10108,Poland,Europe,Clinical / field trial with natural disease exposure,Yes,On-farm (including farmed fish sites),Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"alfalfa silage,alfalfa",Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"ensiling, bacterial inoculants",,,,,,,,,,,,
4234,USA,North America,Single group observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Cattle or Buffalo,S. spp,"Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Meleagridis,Braenderup,Cerro",,,,,,,Dairy cattle,feed,Not reported,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,"pelleted feed,recycled food products,Not specified,Hay,corn silage,Silage,corn,Cottonseed,Straw,Beet pulp,fishmeal,pea flour","Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Meleagridis,Braenderup,Cerro","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,All feed mill samples were negative for Salmonella. The AMR results for feed were lumped with other environmental samples.
4234,USA,North America,Single group observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Cattle or Buffalo,S. Mbandaka,"Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Meleagridis,Braenderup,Cerro",,,,,,,Dairy cattle,feed,Not reported,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,"pelleted feed,recycled food products,Not specified,Hay,corn silage,Silage,corn,Cottonseed,Straw,Beet pulp,fishmeal,pea flour","Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Meleagridis,Braenderup,Cerro","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,All feed mill samples were negative for Salmonella. The AMR results for feed were lumped with other environmental samples.
4234,USA,North America,Single group observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Cattle or Buffalo,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Meleagridis,Braenderup,Cerro",,,,,,,Dairy cattle,feed,Not reported,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,"pelleted feed,recycled food products,Not specified,Hay,corn silage,Silage,corn,Cottonseed,Straw,Beet pulp,fishmeal,pea flour","Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Meleagridis,Braenderup,Cerro","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,All feed mill samples were negative for Salmonella. The AMR results for feed were lumped with other environmental samples.
