Refid,country,st_design,setting,species,design,outcome,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
3351,USA,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",On-farm,Poultry,Molecular studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg",Molecular characterization (descriptive),,,,,,,,,,,,,,,,,"We don't know what other serotypes they found, but they did say the feed had Senftenberg."
3400,Not reported,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",On-farm,Poultry,Molecular studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,"feed,environment",Not specified,"Molecular characteristics,Antimicrobial resistance,Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment","Senftenberg,Worthington","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources",,,,,,,,,,,,,,,,,
4395,Kenya,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",On-farm,Poultry,Molecular studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",feed,Soya feed supplements,"Molecular characteristics,Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis,Braenderup","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Evaluation of linkage to illness in humans",,,,,,,,,,,,,,,,,
4862,USA,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",On-farm,Poultry,Molecular studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Kentucky,Simsbury","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
5232,Canada,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",On-farm,Poultry,Molecular studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
16666,India,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",On-farm,Poultry,Molecular studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Results were combined among sample types,Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,
9143,Nigeria,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,Not reported,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,Australia,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,Saudi Arabia,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,USA,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,USA,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",equipment,,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,1,4,[5],12:i:-","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,
199,Bangladesh,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
255,China,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
354,New Zealand,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Thompson,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,"They did risk analysis, but they could not have done it with feed as an outcome as only farm had Salmonella-positive feed."
378,Malaysia,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",feed,"Not specified,commercial feed, not otherwise specified","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,"They were meat chickens, but they were not commercial broiler chickens. Outcome of risk factor analysis was positive birds, not positive feed."
456,Brazil,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Incidence,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,enterica O:4,5:-:1,2","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
572,Ecuador,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Infantis,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,I had to check the supplemental data to see which serotypes were found in the feed samples.
715,Ghana,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,dry grain,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"Technically, this was an intervention experiment on naturally contaminated feed. However, since there was no Salmonella in any of the feed prior to the intervention, it was really just a study of the prevalence of Salmonella in the feed. Likewise, since they didn't find any, they couldn't assess the AMR as they did for the bacterial species they did find."
843,Algeria,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All feed samples were negative for Salmonella.
1109,Canada,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,"equipment,environment",,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Evaluation of interventions to reduce Salmonella",,,,,cleaning and disinfecting,,,,,,,,,,,,Serotypes not specifically reported for feed.
1211,Algeria,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"The authors said they tested feed for Salmonella in the Methods but did not mention feed in the Results. However, Jan says (email sent Feb 3rd, 2021): I think that, based on Table 1, it would be okay to assume that the prevalence in feed samples was zero.  the percentages given on the far right hand column correspond to the denominator provided in the description given in methods on samples per type."
1362,Nigeria,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Kentucky","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
1432,Nigeria,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,They looked for Enteritidis in the feed but they did not find it. Not sure they clearly give the number of feed samples taken. None of the samples were positive.
1611,Kosovo,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,other,,,,,,,,,,,,,
1647,Ghana,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens",feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Muenster,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
1736,India,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,"animal byproducts,Not specified",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance",,,,,,,,,,,,,,,,,
2128,Spain,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"No Salmonella found in feed prior to the study. Different detection methods were compared to detect airborne Salmonella, not Salmonella on surfaces or in feed."
2871,USA,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",feed,Not specified,"Molecular characteristics,Antimicrobial resistance,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
3631,State of Kuwait,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,
4144,USA,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,"feed,equipment,environment",Not specified,"Molecular characteristics,Antimicrobial resistance,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Worthington","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
4274,Not reported,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Worthington,Muenster","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,"I'm assuming ""feeder contents"" also constitutes feed, rather than feed environment."
4365,Belgium,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,environment",Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,Enrichment methods,,,,,,,,,,,,,,
4715,France,Single group observational,On-farm,Poultry,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,environment,,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
