Refid,year,country,continent,setting,outcome,NR_outcomes,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
2189,2013,United Kingdom,Europe,On-farm,Prevalence,,Not reported,"Crop in field,Broiler litter intended for spreading on field","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Mbandaka,Montevideo,Kedougou","Estimating prevalence of Salmonella,Determining serotypes present",,,Not reported,"feed,environment",dry grain,Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine","feed,equipment,environment",dry grain,Prevalence / proportion positive,"Mbandaka,Typhimurium,Albany,Panama,Derby,Virchow,Brandenburg,Kentucky,LIvingstone,Rissen,Durham,Ohio,Bovismorbificans,Newington","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,
2856,2011,Spain,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,other,,,,,,,,,,,,,Risk factor was location from which feed was sampled (truck vs feeder)
2913,2010,Great Britain,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,2007,Great Britain,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,environment,,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
3910,2005,Belgium,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
4178,2004,Denmark,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,2003,Great Britain,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365,2002,Belgium,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,environment",Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,Enrichment methods,,,,,,,,,,,,,,
4586,2001,Greece,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,2000,Germany,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Not specified",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"I think that ""ready-to-ship feeders"" are actual pigs, not feed containers. All feed samples in this study were negative."
5182,1996,United Kingdom,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2020,Great Britain,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6670,2008,The Netherlands,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,2018,Portugal,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,"commercial feed, not otherwise specified",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,Salmonella was not detected in any of the feed samples tested.
9104,2013,Serbia,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
9744,2014,Serbia,Europe,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
11707,2012,Austria,Europe,On-farm,Serovar(s) Present,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",,,,,,,,"Laying hens,Poultry, not further specified",feed,"Not reported,Commercial feed,Soybean meal","Prevalence / proportion positive,Molecular characteristics,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment",Mbandaka,"Estimating prevalence of Salmonella,Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,"commercial feed, not otherwise specified,compound feed","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Agona,Outbreak investigation,,,,,,Laying hens,feed,"Commercial feed,soybean meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Agona,Outbreak investigation,,,,,,
1611,2016,Kosovo,Europe,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,other,,,,,,,,,,,,,
2191,2013,Denmark,Europe,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,pelleted feed,"Survival time,Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating survival time of Salmonella,Molecular characterization (descriptive),Evaluation of interventions to reduce Salmonella",,,,,temperature,,,,,,,,,,,,The Salmonella used in this experiment originated from broiler-breeder farms.
2649,2012,Germany,Europe,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"None of the above,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis",Development of validation of methods for detection of Salmonella,Both natural and innoculated evaluated,,"Culture-based,DNA-based",,,,,,,,,,,,,,Outcome was detection accuracy (sensitivity and specificity). The spike samples were Enteritidis. The naturally contaminated samples weren't serotyped.
2711,2011,Portugal,Europe,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
2913,2010,Great Britain,Europe,On-farm,Serovar(s) Present,,,,,,,,,"Ruminants, not further specified,Swine,Broiler chickens,Laying hens,Poultry, not further specified,Chickens, not further specified,Turkeys","feed,equipment,environment","Not reported,pelleted feed,animal byproducts,Mash","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Agona,Durham,Give,Typhimurium,I 4,[5],12:i:-,Kedougou,Livingstone,Kottbus,Newport,Kentucky,Agama,Ealing,Ajiobo,Binza,Oslo,Stourbridge,Wagenia","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,"Laying hens,Turkeys","feed,equipment,environment",Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Tennessee,Infantis,Agona,Typhimurium,Enteritidis,Cubana,Kottbus","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,Looked at feed mill and on-farm
3211,2009,Spain,Europe,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheep,feed,Not specified,"Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment",Not specified / any or all combined / Salmonella spp.,Outbreak investigation,,,,,,,,,,,,,,,,,
3801,2006,Sweden,Europe,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,wet grain","Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Cubana,"Risk factors for prevalence or concentration of Salmonella,Outbreak investigation",,,,"farm characteristics,feed characteristics",,,,,,,,,,,,,
3943,2005,Great Britain,Europe,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,environment,,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Java,"Determining antimicrobial resistance,Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,Environmental samples from the dairy farm were serotype Java.
4178,2004,Denmark,Europe,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,"equipment,environment",,"Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,farm characteristics,steam and formaldehyde treatment,,,,,,,,,,,,"Unfortunately, results of the intervention experiments can't be used becasue the feed environment samples were combined with other samples. They did report usable prevalence data on naturally contaminated feed environment surfaces before treatment."
4300,2003,Great Britain,Europe,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified","feed,environment",Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating prevalence of Salmonella,Estimating survival time of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,They tested prevalence in the feed troughs directly (cultured it) and they tested for Salmonella in the feed by taking it from the farm and feeding it to birds and then testing them (all of those samples were negative)
4328,2003,Denmark,Europe,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,pelleted feed,"Concentration,Survival time,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Infantis,Typhimurium,Enteritidis","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,temperature,,,,,,,,,,,,
4586,2001,Greece,Europe,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Tennessee","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,
4806,1999,Finland,Europe,On-farm,Serovar(s) Present,,,,,,,,,"Cattle, not further specified",feed,"dry grain,pelleted feed,Rapeseed,Soybean meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Infantis,"Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"dry grain,pelleted feed,Rapeseed,Soybean meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Infantis,"Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,
5182,1996,United Kingdom,Europe,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens,Turkeys",equipment,,"Prevalence / proportion positive,Survival time,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Development or validation of surveillance methods,Estimating prevalence of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,cleaning and disinfection,,,,,,,,,,,,
56,2020,Great Britain,Europe,On-farm,Serovar(s) Present,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not reported,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Mbandaka,Infantis,Durham,4,12:d:-","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment",Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Infantis,"Estimating prevalence of Salmonella,Determining serotypes present,Evaluation of interventions to reduce Salmonella",,,,,cleaning and disinfection,,,,,,,,,,,,
6670,2008,The Netherlands,Europe,On-farm,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Infantis","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
2191,2013,Denmark,Europe,On-farm,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,2003,Denmark,Europe,On-farm,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,1996,United Kingdom,Europe,On-farm,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,2014,Sweden,Europe,Retail,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,2014,Sweden,Europe,Retail,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,2014,Sweden,Europe,Retail,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,Soybean meal,"Prevalence / proportion positive,Concentration,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Cubana","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Estimating concentration of Salmonella",Both natural and innoculated evaluated,"Culture-based,DNA-based,Other",,,,,,,,,,,,,,,,,,,,,,,,"Cubana was the serotype artificially inoculated into the feed. For the naturally contaminated samples, authors did not report serotypes found."
10295,2004,Poland,Europe,Not Specified,Antimicrobial Resistance,"Antimicrobial resistance,Results were combined among sample types",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Antimicrobial resistance,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Determining antimicrobial resistance,Determining serotypes present",,,,,,
1491,2016,Poland,Europe,Not Specified,Antimicrobial Resistance,"Molecular characteristics,Antimicrobial resistance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,"Molecular characteristics,Antimicrobial resistance",Mbandaka,"Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,
172,2020,"Not reported,Germany,Great Britain,Denmark",Europe,Not Specified,Antimicrobial Resistance,"Molecular characteristics,Antimicrobial resistance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Antimicrobial resistance",Infantis,"Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,
2430,2012,Poland,Europe,Not Specified,Antimicrobial Resistance,"Molecular characteristics,Antimicrobial resistance,Reported number of positive samples without a denominator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Antimicrobial resistance,Reported number of positive samples without a denominator","Typhimurium,I 4,[5],12-i-","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Comparison of AMR patterns between sources,Comparison of molecular characterization between sources",,,,,,
3075,2009,Great Britain,Europe,Not Specified,Antimicrobial Resistance,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
