Refid,User,Level,year,country,continent,st_design,setting,species,outcome,NR_species,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
2218,"SarahTotton,Mikalya_Plishka",3,2013,USA,North America,Analytical observational,On-farm (including farmed fish sites),Swine,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Not specified","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Rissen","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,"Feed was ""pelleted"" and ""unpelleted"""
2218,"SarahTotton,Mikalya_Plishka",3,2013,USA,North America,Analytical observational,On-farm (including farmed fish sites),Swine,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Not specified","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Rissen","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,"Feed was ""pelleted"" and ""unpelleted"""
2218,"SarahTotton,Mikalya_Plishka",3,2013,USA,North America,Analytical observational,On-farm (including farmed fish sites),Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Not specified","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Rissen","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,"Feed was ""pelleted"" and ""unpelleted"""
2218,"SarahTotton,Mikalya_Plishka",3,2013,USA,North America,Analytical observational,On-farm (including farmed fish sites),Swine,Serotype(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Not specified","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Rissen","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,"Feed was ""pelleted"" and ""unpelleted"""
2242,"Ellen_Vriezen,Mikalya_Plishka",3,2013,USA,North America,Analytical observational,Feed manufacturing plant,Not Reported,Antimicrobial Resistance,,,,,,,,,Not reported,feed,"animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal,Linseed meal,alfalfa meal,oilseed byproducts,corn products,hominy","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,"Ellen_Vriezen,Mikalya_Plishka",3,2013,USA,North America,Analytical observational,Feed manufacturing plant,Not Reported,Prevalence,,,,,,,,,Not reported,feed,"animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal,Linseed meal,alfalfa meal,oilseed byproducts,corn products,hominy","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,"Ellen_Vriezen,Mikalya_Plishka",3,2013,USA,North America,Analytical observational,Feed manufacturing plant,Not Reported,Serotype(s) Present,,,,,,,,,Not reported,feed,"animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal,Linseed meal,alfalfa meal,oilseed byproducts,corn products,hominy","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,"SarahTotton,Ellen_Vriezen",3,2013,Not reported,Not Reported,"Laboratory study (experimental, something manipulated)",Not specified,Not Reported,Concentration,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,"SarahTotton,Ellen_Vriezen",3,2013,Not reported,Not Reported,"Laboratory study (experimental, something manipulated)",Not specified,Not Reported,Serotype(s) Present,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,silage,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,ensiling,"I think the only intervention relevant to us is ensiling. The acid and silage exudate conditions don't involve feed, but rather mimic conditions during ensiling."
2243,"SarahTotton,Ellen_Vriezen",3,2013,Not reported,Not Reported,"Laboratory study (experimental, something manipulated)",Not specified,Not Reported,Survival Time,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,"SarahTotton,Ellen_Vriezen",3,2013,Argentina,South America,Diagnostic test evaluation,Not specified,Poultry,Prevalence,Laying hens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,"SarahTotton,Ellen_Vriezen",3,2013,Argentina,South America,Diagnostic test evaluation,Not specified,Poultry,Serotype(s) Present,Laying hens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,not reported,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Gallinarum,pullorum",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"Culture-based,DNA-based,Enrichment methods",,,"The outcomes were also sensitivity, and accuracy of the tests"
2295,"Ellen_Vriezen,Mikalya_Plishka",3,2013,Sweden,Europe,"Laboratory study (experimental, something manipulated)",Not specified,Swine,Concentration,"Swine,Not reported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,"Ellen_Vriezen,Mikalya_Plishka",3,2013,Sweden,Europe,"Laboratory study (experimental, something manipulated)",Not specified,Swine,Survival Time,"Swine,Not reported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swine,Not reported",feed,"pelleted feed,Commercial feed,rapeseed,soybean meal,Compound mash feed","Concentration,Survival time","Senftenberg,Infantis,Typhimurium,Putten","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,organic acids,
2295,"Ellen_Vriezen,Mikalya_Plishka",3,2013,Sweden,Europe,"Laboratory study (experimental, something manipulated)",Not specified,Not Reported,Concentration,"Swine,Not reported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,"Ellen_Vriezen,Mikalya_Plishka",3,2013,Sweden,Europe,"Laboratory study (experimental, something manipulated)",Not specified,Not Reported,Survival Time,"Swine,Not reported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swine,Not reported",feed,"pelleted feed,Commercial feed,rapeseed,soybean meal,Compound mash feed","Concentration,Survival time","Senftenberg,Infantis,Typhimurium,Putten","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,organic acids,
2335,"SarahTotton,Mikalya_Plishka",3,2013,New Zealand,Oceania,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed manufacturing plant,Poultry,Molecular Characteristics,,,,,,,,,"Poultry, not further specified","feed,environment",broll (contains wheat flour and grain),"Molecular characteristics,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Molecular characterization (descriptive),Evaluation of linkage to illness in humans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,"SarahTotton,Mikalya_Plishka",3,2013,New Zealand,Oceania,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed manufacturing plant,Poultry,Serotype(s) Present,,,,,,,,,"Poultry, not further specified","feed,environment",broll (contains wheat flour and grain),"Molecular characteristics,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Molecular characterization (descriptive),Evaluation of linkage to illness in humans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The only relevant part of this paper is the molecular characterization of the contaminated poultry feed isolates, since the poultry feed did not cause the human outbreak--they simply shared the same contaminated wheat."
2352,"SarahTotton,Ellen_Vriezen",3,2013,Not reported,Not Reported,"Laboratory study (experimental, something manipulated)",Not specified,Not Reported,Concentration,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,"SarahTotton,Ellen_Vriezen",3,2013,Not reported,Not Reported,"Laboratory study (experimental, something manipulated)",Not specified,Not Reported,Survival Time,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,recycled food products,"Concentration,Survival time",Enteritidis,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"food waste,  LAPTg media",
2356,"SarahTotton,Mikalya_Plishka",3,2013,United Kingdom,Europe,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Concentration,Laying hens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,"SarahTotton,Mikalya_Plishka",3,2013,United Kingdom,Europe,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Serotype(s) Present,Laying hens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,wet grain,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"organic acids, formaldehyde",Only Enteritidis is used in the feed matrix study.
2356,"SarahTotton,Mikalya_Plishka",3,2013,United Kingdom,Europe,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Survival Time,Laying hens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,"Ellen_Vriezen,Mikalya_Plishka",3,2012,Poland,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not specified,Not Reported,Antimicrobial Resistance,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Antimicrobial resistance,Reported number of positive samples without a denominator","Typhimurium,I 4,[5],12-i-","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Comparison of AMR patterns between sources,Comparison of molecular characterization between sources",,,,,,
2430,"Ellen_Vriezen,Mikalya_Plishka",3,2012,Poland,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not specified,Not Reported,Molecular Characteristics,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,"SarahTotton,Mikalya_Plishka",3,2012,Not reported,Not Reported,Diagnostic test evaluation,Not specified,Poultry,Serotype(s) Present,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"soybean meal,Corn germ meal","None of the above,Serotype(s) present in food / food environment / food equipment","Tennessee,Enteritidis,Typhimurium,Berta,Kentucky",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"Culture-based,DNA-based,Enrichment methods",,,feed was raw soy meal and raw corn germ meal combined. Outcome was limit of detection.
2471,"SarahTotton,Mikalya_Plishka",3,2012,Japan,Asia,Single group observational,Feed transportation (e.g. feed trucks),Poultry,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not reported,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,"SarahTotton,Mikalya_Plishka",3,2012,Japan,Asia,Single group observational,Feed transportation (e.g. feed trucks),Poultry,Prevalence,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not reported,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,"SarahTotton,Mikalya_Plishka",3,2012,Japan,Asia,Single group observational,Feed transportation (e.g. feed trucks),Poultry,Serotype(s) Present,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not reported,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,"SarahTotton,Mikalya_Plishka",3,2012,Sweden,Europe,Diagnostic test evaluation,Not specified,Not Reported,Serotype(s) Present,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,rapeseed,soybean meal","None of the above,Serotype(s) present in food / food environment / food equipment","Infantis,Enteritidis,Typhimurium",Development of validation of methods for detection of Salmonella,Both natural and innoculated evaluated,,"Culture-based,DNA-based",,,"Outcomes were positive agreement, negative agreement, false positive, false negative"
2494,SarahTotton,3,2012,USA,North America,Analytical observational,Not specified,Cattle or Buffalo,Prevalence,"Cattle, not further specified,Swine,Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine,Poultry, not further specified",feed,"animal byproducts,Commercial feed,not reported","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,"feed characteristics,other",,"Samples ""were collected from manufacturers, distributors, wholesalers, or retailers"" but results weren't presented separately for each. Types of feed examined were ""complete feeds"" (which I assumed were commercial) and ""feed ingredients"" which were broken down into plant-based (the types of which were not reported so I put Not specified) and animal-based.Risk factor examined was surveillance year. Samples collected from ports of entry, manufacturers and retailers (results not reported separately)"
2494,SarahTotton,3,2012,USA,North America,Analytical observational,Not specified,Poultry,Prevalence,"Cattle, not further specified,Swine,Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine,Poultry, not further specified",feed,"animal byproducts,Commercial feed,not reported","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,"feed characteristics,other",,"Samples ""were collected from manufacturers, distributors, wholesalers, or retailers"" but results weren't presented separately for each. Types of feed examined were ""complete feeds"" (which I assumed were commercial) and ""feed ingredients"" which were broken down into plant-based (the types of which were not reported so I put Not specified) and animal-based.Risk factor examined was surveillance year. Samples collected from ports of entry, manufacturers and retailers (results not reported separately)"
