Refid,User,Level,year,country,continent,st_design,setting,setting1,species,sources,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments,,NR_interv,Comments
2189,"SarahTotton,Mikalya_Plishka",3,2013,United Kingdom,Europe,Analytical observational,On-farm,"Field used to grow animal feeds,Feed manufacturing plant,On-farm (including farmed fish sites)",Swine,,Not reported,"Crop in field,Broiler litter intended for spreading on field","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Mbandaka,Montevideo,Kedougou","Estimating prevalence of Salmonella,Determining serotypes present",,,Not reported,"feed,environment",dry grain,Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine","feed,equipment,environment",dry grain,Prevalence / proportion positive,"Mbandaka,Typhimurium,Albany,Panama,Derby,Virchow,Brandenburg,Kentucky,LIvingstone,Rissen,Durham,Ohio,Bovismorbificans,Newington","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,
2191,"SarahTotton,Mikalya_Plishka",3,2013,Denmark,Europe,Laboratory study (experimental),On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,pelleted feed,"Survival time,Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating survival time of Salmonella,Molecular characterization (descriptive),Evaluation of interventions to reduce Salmonella",,,,,temperature,,,,,,,,,,,,The Salmonella used in this experiment originated from broiler-breeder farms.,,,
2649,"SarahTotton,Mikalya_Plishka",3,2012,Germany,Europe,Diagnostic test evaluation,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"None of the above,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis",Development of validation of methods for detection of Salmonella,Both natural and innoculated evaluated,,"Culture-based,DNA-based",,,,,,,,,,,,,,Outcome was detection accuracy (sensitivity and specificity). The spike samples were Enteritidis. The naturally contaminated samples weren't serotyped.,,,"The feed was all sampled off the feed trucks. However, for S. Enteritidis, they determined which feed mill each positive sample came from."
2711,"Ellen_Vriezen,Mikalya_Plishka",3,2011,Portugal,Europe,Analytical observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,
2856,"SarahTotton,Mikalya_Plishka",3,2011,Spain,Europe,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,other,,,,,,,,,,,,,Risk factor was location from which feed was sampled (truck vs feeder),,,
2913,"Ellen_Vriezen,Mikalya_Plishka",3,2010,Great Britain,Europe,Analytical observational,On-farm,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,,,,,,,,,"Ruminants, not further specified,Swine,Broiler chickens,Laying hens,Poultry, not further specified,Chickens, not further specified,Turkeys","feed,equipment,environment","Not reported,pelleted feed,animal byproducts,Mash","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Agona,Durham,Give,Typhimurium,I 4,[5],12:i:-,Kedougou,Livingstone,Kottbus,Newport,Kentucky,Agama,Ealing,Ajiobo,Binza,Oslo,Stourbridge,Wagenia","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,"Laying hens,Turkeys","feed,equipment,environment",Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Tennessee,Infantis,Agona,Typhimurium,Enteritidis,Cubana,Kottbus","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,Looked at feed mill and on-farm,,,
3107,"Ellen_Vriezen,Mikalya_Plishka",3,2009,Great Britain,Europe,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,not specified,,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,data from surveillance records; feed combined with other,,,
3211,"Ellen_Vriezen,Mikalya_Plishka",3,2009,Spain,Europe,Single group observational,On-farm,On-farm (including farmed fish sites),Sheep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheep,feed,Not specified,"Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment",Not specified / any or all combined / Salmonella spp.,Outbreak investigation,,,,,,,,,,,,,,,,,,,,
3325,"Ellen_Vriezen,Mikalya_Plishka",3,2008,Hungary,Europe,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,environment",Not specified,"Molecular characteristics,Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Infantis,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,
3514,"jan.sargeant,Mikalya_Plishka",3,2005,Ireland,Europe,Analytical observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,environment,,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,cleaning and disinfection,,,,,,,,,,,,,,,
3564,"jan.sargeant,Mikalya_Plishka",3,2007,Great Britain,Europe,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,environment,,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,
3647,"SarahTotton,Ellen_Vriezen",3,2006,United Kingdom,Europe,Analytical observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,environment,,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,"geographic region,season, climate,farm characteristics,feed characteristics",,,,,,,,,,,,,"Unfortunately none of the data is usable because the risk factor analysis was whether a farm was positive (i.e. whether at least one environmental sample on the farm was positive for Salmonella, but they looked at many different types of environmental samples, not just feed and they did not separate out the farms that had positive feed environmental samples).",,,
3692,"SarahTotton,Mikalya_Plishka",3,2006,United Kingdom,Europe,Diagnostic test evaluation,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,environment,,Results were combined among sample types,"Not specified / any or all combined / Salmonella spp.,Enteritidis","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",Naturally infected,,Culture-based,,cleaning and disinfection,,,,,,,,,,,,"Also reports change in percentage of positive samples as an outcome, but no denominators for feed.",,,All samples were negative for Salmonella.
3801,"jan.sargeant,SarahTotton,Ellen_Vriezen,Mikalya_Plishka",3,2006,Sweden,Europe,Analytical observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,wet grain","Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Cubana,"Risk factors for prevalence or concentration of Salmonella,Outbreak investigation",,,,"farm characteristics,feed characteristics",,,,,,,,,,,,,,,,"After discussion with Ellen, we decided to extract this as feed transportation rather than feed mill as they sampled the feed at the feed mill while it was being offloaded (presumably from trucks)"
3910,"Ellen_Vriezen,Mikalya_Plishka",3,2005,Belgium,Europe,Single group observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,"There were 2 positive samples from the farm: one Worthington, one Senftenberg. I couldn't find any information about isolates from the feed truck (they were lumped with other ""environmental samples"".  Assuming the augur is associated with the feed truck."
3943,"SarahTotton,Ellen_Vriezen",3,2005,Great Britain,Europe,Single group observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,environment,,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Java,"Determining antimicrobial resistance,Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,Environmental samples from the dairy farm were serotype Java.,,,
4178,"SarahTotton,Ellen_Vriezen",3,2004,Denmark,Europe,Clinical / field trial with natural disease exposure,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,"equipment,environment",,"Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,farm characteristics,steam and formaldehyde treatment,,,,,,,,,,,,"Unfortunately, results of the intervention experiments can't be used becasue the feed environment samples were combined with other samples. They did report usable prevalence data on naturally contaminated feed environment surfaces before treatment.",,,
4300,"SarahTotton,Mikalya_Plishka",3,2003,Great Britain,Europe,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified","feed,environment",Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating prevalence of Salmonella,Estimating survival time of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,They tested prevalence in the feed troughs directly (cultured it) and they tested for Salmonella in the feed by taking it from the farm and feeding it to birds and then testing them (all of those samples were negative),,,
4328,"SarahTotton,Mikalya_Plishka",3,2003,Denmark,Europe,Laboratory study (experimental),On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,pelleted feed,"Concentration,Survival time,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Infantis,Typhimurium,Enteritidis","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,temperature,,,,,,,,,,,,,,,
4365,"SarahTotton,Mikalya_Plishka",3,2002,Belgium,Europe,Single group observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,environment",Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,Enrichment methods,,,,,,,,,,,,,,,,,
4586,"SarahTotton,Mikalya_Plishka",3,2001,Greece,Europe,Analytical observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Tennessee","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,,
4696,"SarahTotton,Mikalya_Plishka",3,2000,Germany,Europe,Single group observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Not specified",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"I think that ""ready-to-ship feeders"" are actual pigs, not feed containers. All feed samples in this study were negative.",,,
4715,"SarahTotton,Mikalya_Plishka",3,2000,France,Europe,Single group observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,environment,,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,
4806,"SarahTotton,Mikalya_Plishka",3,1999,Finland,Europe,Molecular studies,On-farm,"Feed manufacturing plant,On-farm (including farmed fish sites)",Cattle,,,,,,,,,"Cattle, not further specified",feed,"dry grain,pelleted feed,Rapeseed,Soybean meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Infantis,"Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"dry grain,pelleted feed,Rapeseed,Soybean meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Infantis,"Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,,,,
5182,"SarahTotton,Ellen_Vriezen",3,1996,United Kingdom,Europe,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens,Turkeys",equipment,,"Prevalence / proportion positive,Survival time,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Development or validation of surveillance methods,Estimating prevalence of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,cleaning and disinfection,,,,,,,,,,,,,,,Only Experiment 2 is relevant.
56,"Ellen_Vriezen,Mikalya_Plishka",3,2020,Great Britain,Europe,Analytical observational,On-farm,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not reported,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Mbandaka,Infantis,Durham,4,12:d:-","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment",Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Infantis,"Estimating prevalence of Salmonella,Determining serotypes present,Evaluation of interventions to reduce Salmonella",,,,,cleaning and disinfection,,,,,,,,,,,,,,,
