Refid,country,st_design,setting,species,outcome,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
12891,USA,Single group observational,On-farm,Poultry,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Enteritidis,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.
12961,China,Single group observational,On-farm,Poultry,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,DNA-based,,,,,,,,,,,,,,All feed samples were negative for Salmonella.
13072,Thailand,Analytical observational,On-farm,Poultry,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,environment",Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Albany,Corvallis,Derby,Braenderup","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,other,,,,,,,,,,,,,"""Other"" risk factor was week of production."
14917,Nigeria,Single group observational,On-farm,Poultry,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Development or validation of surveillance methods,Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
16666,India,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",On-farm,Poultry,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Results were combined among sample types,Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,
18237,Egypt,"Laboratory study (experimental, something manipulated)",On-farm,Poultry,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,Not specified,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of conditions associated with survival times",,"temperature,feed type",,,,,,,,,,,,,,,
2191,Denmark,"Laboratory study (experimental, something manipulated)",On-farm,Poultry,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,China,Clinical / field trial with natural disease exposure,On-farm,Poultry,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,"feed,environment",Not specified,"Prevalence / proportion positive,Concentration,Survival time",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,slightly acidic electrolyzed water,,,,,,,,,,,,It was a layer-breeder farm.
4328,Denmark,"Laboratory study (experimental, something manipulated)",On-farm,Poultry,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,Not reported,Analytical observational,On-farm,Poultry,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,United Kingdom,Analytical observational,On-farm,Poultry,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18237,Egypt,"Laboratory study (experimental, something manipulated)",On-farm,Poultry,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9254,Nigeria,Single group observational,Retail,Poultry,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,"Laying hens,Poultry, not further specified",feed,"commercial, not otherwise specified,Mash","Antimicrobial resistance,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance",,,,,,,,,,,,,,,,,,,,,,,,,,
1488,Not reported,Diagnostic test evaluation,Retail,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,USA,"Laboratory study (experimental, something manipulated)",Retail,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Not reported,Diagnostic test evaluation,Retail,Poultry,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",feed,"commercial, not otherwise specified","Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Cubana,"Development of validation of methods for detection of Salmonella,Comparison of molecular characterization between sources,DO NOT USE comparison of detection methods",Naturally infected,"Culture-based,DNA-based,Enrichment methods",,,,,,,,,,,,,,,,,,,,,,,,
2093,USA,"Laboratory study (experimental, something manipulated)",Retail,Poultry,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5729,USA,Diagnostic test evaluation,Retail,Poultry,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Not reported,"Laboratory study (experimental, something manipulated)",Retail,Poultry,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Not reported,Diagnostic test evaluation,Retail,Poultry,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10359,Nigeria,Analytical observational,Retail,Poultry,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"commercial, not otherwise specified",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,
9261,Nigeria,Analytical observational,Retail,Poultry,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9143,Nigeria,Single group observational,Retail,Poultry,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Not reported,"Laboratory study (experimental, something manipulated)",Retail,Poultry,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine,Chickens, not further specified",feed,"commercial, not otherwise specified","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Enteritidis,Newport,Choleraesuis","Development of validation of methods for detection of Salmonella,DO NOT USE comparison of detection methods",Deliberately innoculated,"Culture-based,DNA-based",,,,,,,,,,,,,,,,,,,,,,,,I did not extract anything from Table 1 because I don't know if it's relevant to us.
1306,Not reported,Diagnostic test evaluation,Retail,Poultry,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,Not reported,Diagnostic test evaluation,Retail,Poultry,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Chickens, not further specified",feed,Not reported,"Concentration,Serotype(s) present in food / food environment / food equipment","Enteritidis,Newport","Development of validation of methods for detection of Salmonella,DO NOT USE comparison of detection methods",Deliberately innoculated,DNA-based,,,,,,,,,,,,,,,,,,,,,,,,"All of the uninoculated feed samples tested negative, but they didn't report a denominator."
2093,USA,"Laboratory study (experimental, something manipulated)",Retail,Poultry,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,"commercial, not otherwise specified","Concentration,Survival time,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Infantis,Typhimurium,Enteritidis,Heidelberg,Newport,Kentucky,Javiana,Bairley","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,The feed came from a store. The Salmonella that was used to spike it came from farms and laboratories.
5729,USA,Diagnostic test evaluation,Retail,Poultry,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,USA,"Laboratory study (experimental, something manipulated)",Retail,Poultry,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Poland,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Poultry,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,"Molecular characteristics,Antimicrobial resistance",Mbandaka,"Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,
1558,USA,Single group observational,Not Specified,Poultry,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Brazil,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Poultry,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,animal byproducts,Antimicrobial resistance,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Anatum,Infantis,gafsa,cerro,adelaide","Determining antimicrobial resistance,Comparison of AMR patterns between sources",,,,,,
3075,Great Britain,Analytical observational,Not Specified,Poultry,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,USA,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Poultry,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4961,Germany,Single group observational,Not Specified,Poultry,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,Serbia,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Poultry,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9429,Nigeria,Single group observational,Not Specified,Poultry,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,"Prevalence / proportion positive,Antimicrobial resistance",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance",,,,,,
9777,Nigeria,Analytical observational,Not Specified,Poultry,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100,Nigeria,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Poultry,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Poland,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,wet grain,Concentration,Enteritidis,Evaluation of interventions to reduce Salmonella,,,,,bacteriophage,
510,Brazil,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicken, not further specified",feed,Commercial feed,Concentration,Enteritidis,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,natural antimicrobials,
564,Not reported,Clinical / field trial with natural disease exposure,Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,not reported,Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"Novacid (non-antibiotic), bacitracin methylene disalicylate","This was a challenge study, but the challenge bacteria was E. coli, not Salmonella. I'm assuming all Salmonella present was natural. The diet was corn-soybean meal."
1128,Austria,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,USA,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,United Kingdom,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,Not reported,Diagnostic test evaluation,Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,Spain,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,USA,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5270,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5724,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9138,USA,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9517,Jordan,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9783,USA,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9954,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10055,USA,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10777,USA,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11574,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13027,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16038,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Poland,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Poultry,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Poultry,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Denmark,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Poultry,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Poultry,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,Italy,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Poultry,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
