Refid,User,Level,year,country,continent,st_design,NR?,setting,species,serotype,NR_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
5134,"Ellen_Vriezen,Mikalya_Plishka",3,1996,Great Britain,Europe,Molecular studies,Yes,Not specified,Not Reported,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,
3788,"Ellen_Vriezen,Mikalya_Plishka",3,2006,Poland,Europe,Molecular studies,Yes,Not specified,Not Reported,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Antimicrobial resistance",Typhimurium,"Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,
5360,"SarahTotton,Mikalya_Plishka",3,2016,"Poland,Italy,Denmark,Spain,Serbia,Ireland,United Kingdom,Greece",Europe,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,soya,None of the above,Typhimurium,Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"Culture-based,Other",,,The feed in question was soya meal. Sensitivity and specificity were the outcomes as well as relative level of detection.
5393,"SarahTotton,Mikalya_Plishka",3,2015,Sweden,Europe,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,insects,"Concentration,Survival time",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,black soldier fly,
6223,"SarahTotton,Mikalya_Plishka",3,2005,Sweden,Europe,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,"feed,environment","silage,Grass","Prevalence / proportion positive,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,ensiling,"Only experiments 1, 3 and 5 are relevant."
2430,"Ellen_Vriezen,Mikalya_Plishka",3,2012,Poland,Europe,Molecular studies,Yes,Not specified,Not Reported,S. Typhimurium,"Typhimurium,I 4,[5],12-i-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Antimicrobial resistance,Reported number of positive samples without a denominator","Typhimurium,I 4,[5],12-i-","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Comparison of AMR patterns between sources,Comparison of molecular characterization between sources",,,,,,
3617,"SarahTotton,Mikalya_Plishka",3,2007,USA,North America,Laboratory study (experimental),Yes,Not specified,Cattle or Buffalo,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,Recycled poultry bedding,"Prevalence / proportion positive,Concentration,Survival time,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,stacking,
9138,"SarahTotton,Mikalya_Plishka",3,2020,USA,North America,Laboratory study (experimental),Yes,Not specified,Poultry,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Poultry, not further specified","feed,equipment","Mash,rice","Prevalence / proportion positive,Concentration,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"surface sanitation and feed sequencing, essential oils, medium-chain fatty acids",
5129,"SarahTotton,Ellen_Vriezen",3,1996,USA,North America,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,"None of the above,Serotype(s) present in food / food environment / food equipment",Enteritidis,Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"Culture-based,Enrichment methods",,,Sensitivity rate and specificity rate were reported as outcomes
5102,"SarahTotton,Mikalya_Plishka",3,1997,USA,North America,Laboratory study (experimental),Yes,Not specified,Poultry,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,heat and propionic acid,
5205,"Ellen_Vriezen,Mikalya_Plishka",3,1996,USA,North America,Laboratory study (experimental),Yes,"Feed manufacturing plant,Not specified",Poultry,S. Typhimurium,"Enteritidis,Typhimurium,Haardt",,,,,,,Turkeys,feed,"pelleted feed,Mash",Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,conditioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Mash,"Survival time,Serotype(s) present in food / food environment / food equipment","Enteritidis,Typhimurium,Haardt","Estimating survival time of Salmonella,Evaluation of conditions associated with survival times",,"temperature,humidity",,,,
5205,"Ellen_Vriezen,Mikalya_Plishka",3,1996,USA,North America,Laboratory study (experimental),Yes,"Feed manufacturing plant,Not specified",Poultry,S. Enteritidis,"Enteritidis,Typhimurium,Haardt",,,,,,,Turkeys,feed,"pelleted feed,Mash",Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,conditioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Mash,"Survival time,Serotype(s) present in food / food environment / food equipment","Enteritidis,Typhimurium,Haardt","Estimating survival time of Salmonella,Evaluation of conditions associated with survival times",,"temperature,humidity",,,,
1307,"SarahTotton,Ellen_Vriezen",3,2017,USA,North America,Laboratory study (experimental),Yes,Not specified,Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Rice bran,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,rice bran,Rice bran is the intervention but it's also the feed. I ignored all the test conditions with cecal bacteria because this is mimicking conditions inside the birds.
10424,SarahTotton,3,2004,USA,North America,Laboratory study (experimental),Yes,Not specified,Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,"animal byproducts,premix,soybean meal,corn,vegetable material",Serotype(s) present in food / food environment / food equipment,Typhimurium,Evaluation of interventions to reduce Salmonella,,,,,Lactobacillus salivarius and Lactobacillus plantarum,Zones of inhibition were another outcome reported.
7668,"SarahTotton,Ellen_Vriezen",3,2007,Canada,North America,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicken, not further specified",feed,"soybean meal,Fish meal,wheat,oats,corn","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Deliberately innoculated,,"Culture-based,DNA-based,Enrichment methods",,,
9783,"Ellen_Vriezen,Mikalya_Plishka",3,1997,USA,North America,Laboratory study (experimental),Yes,Not specified,Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"soybean meal,Meat and bone meal","Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,gamma irradiation,
10055,"SarahTotton,Ellen_Vriezen",3,1998,USA,North America,Laboratory study (experimental),Yes,Not specified,Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"soybean meal,Mash,Meat and bone meal","Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
10777,"Ellen_Vriezen,Mikalya_Plishka",3,1998,USA,North America,Laboratory study (experimental),Yes,Not specified,Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"soybean meal,Mash","Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,buffered propionic acid,
4734,"SarahTotton,Mikalya_Plishka",3,2000,USA,North America,Molecular studies,Yes,Not specified,Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,
9743,"Ellen_Vriezen,Mikalya_Plishka",3,2015,Mexico,North America,Laboratory study (experimental),Yes,Not specified,Ruminants (Other),S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ruminants, not further specified",feed,"premix,corn,Molasses,Corn bran,dry coffee pulp,sugar cane mash,alfalfa hay",Concentration,Not specified / any or all combined / Salmonella spp.,Estimating concentration of Salmonella,,,,,,
14516,"SarahTotton,Mikalya_Plishka",3,1997,USA,North America,Laboratory study (experimental),Yes,Not specified,Ruminants (Other),S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ruminants, not further specified",feed,"silage,corn,poultry litter,forage","Survival time,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,ensiling,
3947,"SarahTotton,Mikalya_Plishka",3,2005,Mexico,North America,Laboratory study (experimental),Yes,Not specified,Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,silage,"Prevalence / proportion positive,Concentration,Survival time,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,ensiling,"They took pre-ensiled, naturally contaminated  samples from the farm and then did an experiment in the lab to see if ensiling killed the Salmonella"
3256,"Ellen_Vriezen,Mikalya_Plishka",3,2009,USA,North America,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Agona,"Agona,Enteritidis,Typhimurium,Gaminara,Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,other,,Concentration,"Agona,Enteritidis,Typhimurium,Gaminara,Michigan",Estimating concentration of Salmonella,,,,,,
3256,"Ellen_Vriezen,Mikalya_Plishka",3,2009,USA,North America,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Enteritidis,"Agona,Enteritidis,Typhimurium,Gaminara,Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,other,,Concentration,"Agona,Enteritidis,Typhimurium,Gaminara,Michigan",Estimating concentration of Salmonella,,,,,,
3256,"Ellen_Vriezen,Mikalya_Plishka",3,2009,USA,North America,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Typhimurium,"Agona,Enteritidis,Typhimurium,Gaminara,Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,other,,Concentration,"Agona,Enteritidis,Typhimurium,Gaminara,Michigan",Estimating concentration of Salmonella,,,,,,
4549,"SarahTotton,Ellen_Vriezen",3,2001,Canada,North America,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,Other",,,
4905,"SarahTotton,Mikalya_Plishka",3,1998,Canada,North America,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,animal byproducts,soybean meal,Fish meal,Bone meal,Mash,meat meal,Canola meal,blood meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Enrichment methods,Other",,,Sensitivity and specificity were also reported outcomes
5122,"SarahTotton,Mikalya_Plishka",3,1996,Canada,North America,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"DNA-based,Other",,,I can't tell if the feed samples were naturally or artificially contaminated.
3570,"SarahTotton,Mikalya_Plishka",3,2007,USA,North America,Molecular studies,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Determining antimicrobial resistance,Determining serotypes present",,,,,,
4515,"SarahTotton,Ellen_Vriezen",3,2001,Mexico,North America,Laboratory study (experimental),Yes,Not specified,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Choleraesuis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,silage,"Prevalence / proportion positive,Survival time,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Choleraesuis","Estimating prevalence of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,ensilage,"Salmonella choleraesuis. For prevalence estimates, denominators are in Table 1."
5033,"SarahTotton,Ellen_Vriezen",3,1997,Canada,North America,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Mbandaka,Tennessee,Anatum,Infantis,Typhimurium,Heidelberg,Meleagridis,Alachua,Kentucky,Cubana,orion,California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,animal byproducts,soybean meal,Fish meal,Bone meal,Mash,meat meal,Canola meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Tennessee,Anatum,Infantis,Typhimurium,Heidelberg,Meleagridis,Alachua,Kentucky,Cubana,orion,California","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,Enrichment methods,Other",,,
